processed_reviews,sentiment
return product decid standard one stream technolog chose roku reput best buy salesperson recommend includ headphon roku,0
bad amazon turn tablet big advertis tool mani app dont work camera good,0
bought thanksgiv night open pkg screen crush havent abl take back told call might stock,0
kindl fire great bought one husband old kindl quit work bought one daughter replac ipod lost love love add extra storag mini card someth appl devic,1
day devic would charg plug even day plug night second amazon fire tablet first one stop charg month right manufactur warranti expir decid get anoth one great deal sad ive learn dont even get pay tablet,0
purchas year old could keep phonebut use also first tablet user friend year old,1
nice eread big step basic reader start,0
good tablet basic function smaller expect fire first came think would size screen size small guess instead expens good read basic game kid want surf web realli hard see top inch webpag great would like bigger screen price happi,1
enjoy use product granddaught download multipli game play play travel good size easili fit small bag,1
charger fri kindl fire samsung galaxi samsung galaxi plug devic easili come detach fire tablet charg unhappi kill devic young children home know differ appl android charg tip use avail charg cabl find need,0
famili stream movi amazon direct great,1
thought buy child kid mode poor,0
kindl fire kid edit parent worri free solut kid mess potenti set love set person code creat multipl profil,1
gave brother gift take everywher hin,1
great tablet conveni satisfi product kid love,1
use android hard return got someth andriod,0
didnt like mani pop time dont recommend,0
kindl fire afford everyon love,1
devic stay connect wifi alway disconnect make product unus alarm timer use work harmoni time turn devic price overr purchas googl home past week lost contact wifi work perfect harmoni hub difficult setup echo even time echo support cant figur wish could return late,0
good product add app sister love,1
older eink kindl nook reader well larger color screen version new one best one yet light portabl batteri last long time screen much better older eink kindl recent bing book game throne easi read kindl high recommend reader teenag daughter also enjoy read kindl well oppos regular book,1
get pay great function limit leav much desir spent got anoth samsung galaxi tab,0
bought grandson doesnt like slow,0
matter ask either alexa didnt know answer offer order item didnt ask prime membershipcouldnt even get weather forecast rightkept give forcast area mile awayi return itbi way whatev ask googl get answer usual correctnev ask pay membership offer order someth onlin medont need dont want,0
nice idea need gadget opinion wasnt worth money comput smart phone most thing addit gadget might worthwhil someon want use run smart gadget around hous return,0
nice sound speaker ad app listen music,1
price great tablet fastest easili work echo amazon prime,1
bought tablet christma gift granddaught start kindergarten help tremend basic skill count read english foreign languag also enjoy tablet read stori light word read along love abil watch favorit program well definit worthwhil purchas,1
thing long dont expect stuffappsgam like samsung appl caus doesnt line,0
portabl nice miss key element twosound good unit allow new peak featur allow add speaker play music thru hous,0
want tablet numer famili member suggest amazon fire tablet afraid size would larg enough work perfect size make extrem easi carri graphic amaz sooo happi decid get tablet truli forgiv pun best buy,1
thing pretti freakin cool gadget use one liter siri hous ask anyth get answer listen type music great sound qualiti awesom littl thing,1
review base fact abl make connect devic,0
swipe repeat sever time sometim get action respond return,0
second generat kindl paperwhit new voyag far superior resolut much sharper back light much brighter power button locat much conveni high recommend,1
granddaught use phone constant play game need make call phone dead tablet facetim phone keep chatg,0
got mom decent tablet heavi good pirc love,1
compar roku provid flexibl like use unit beyond standard dont give star interfac okay much prefer plex look viewi go insan slow samsung smart hub second purchas good decisionoveral recommend unit,1
purchas two amazon echo best buy one upstair one stair main reason purchas home autom previous instal sever wemo switch bulb hous want take advantag alexa abil control work realli well howev didnt realiz cant control wemo bulb hope someth come soon ask weather add item shop list set remind listen music use alarm function wake far great buy total recommend,1
endless number titl choos reason price eread great valu,1
lock instal kodi wouldnt recov devic buffer first setup movi voic remot best,0
tablet keep occupi kid enjoy around keep entertain,1
good,1
got amazon fire tabl love realli easi use batteri last long,1
read ton made much easier access book light perfect boyfriend sleep cant put book,1
navig easili mani channel fast connect speed,0
much better dog speaker good qualiti,1
use awhil definit meet expect sound great work light,1
doesnt understand anyth ask good answer questionsi extrem disappoint,0
bought wife yoga train courseso much cheaper buy paperback book need love itcheap book music email need,1
cheap didnt expect amaz disappoint great stream video even better chromecast,0
never buy cheap dime,0
wife treat birthday love would high recommend took littl get use buy book amazon though overal excel,1
glad purchas stream better upgrad,1
kindl amaz love everyth,1
review valid due devic work would put upgrad echo instead tap,0
kindl purchas work date time set proper therfor unabl connect wifi contact amazon acknowledg problem direct back best buy sinc day back return polici product well unabl make back store time return polici,0
love servic work sever time reset final dead ive less,0
dont like ad didnt know would perman bought sale slow troubl connect wifi,0
amazon firetv easi instal devic view much content app plus becom amazon prime member enjoy much content,1
somewhat step roku previous use much expect think coupl firmwar updat away better nowspent good part day tri figur could connect dualband router ghz ghz hour phone verizon fio tech support unsuccess devic connect ghz without issu pack return call amazon tech support turn knownissu firetv difficulti ghz network set auto channel select util channel number tech support person said chang channel instead automat workedbluetooth audio video sync showtim netflix sling plex hulu fine speaker video lag slight behind audio use bluetooth audio video perfect sync bluetooth amazon prime video make think itll fix point amazon provid video demonstr work well regardgotta say prefer platform agnost roku amazonworld tuck away app firetv navig pane repres most amazon product option modifi rokus media less provid voic search work well want present amazon view option reason thought search univers movi show avail amazon show bummer sad firetv less expect good option around corner begin doubt choic,0
reason chose star size length disproportion width awkward hold,0
easi set still learn alexa current use play shuffl station pandora good speaker qualiti,1
poor respons sluggish even amazon app slow appl droid tablet ive yet load app,0
excel learn tablet child would recommend everi parent small child get one,1
purchas amazon fire due previous review state perform fast playstat vue tri month constant buffer check internet speed routermodem fastest speed avail review playstat vue state roku interfac good purchas amazon fire stick determin better perform love amazon fire stick extrem fast buffer onlin stream playstat vue amazon fire stick save money get stick,0
seem charg way kindll,0
devic stream avail content smooth plan buy anoth one children,1
kindl voyag near month old work perfect kept receiv email amazon softwar updat switch airplan mode switch wifi short screen lock tri everyth custom support tell buy new one annoy left softwar kindl voyag would still work,0
love use read sever book beauti kindl,1
receiv fire today ive tri past coupl hoursbr setup brainer requir updat immedi take minut action process simplebr imag qualiti movi game excel ive tri sever movi amazon prime look sound near blu ray qualiti far tellbr navig straightforward general easi find anyth your look instal game app goe smooth general pretti quicklybr remot work well havent play voic search featur much yet tri work well button remot well thought prefer appl remotebr one gripe far tell there way limit list movi show avail amazon prime member make inconveni find thing free watch categori limit prime popular prime kid prime want abl see what avail prime least abl see categori what avail prime sure isnt oversight suspect amazon want forc look everyth tempt buyrent thing realli want compet netflix theyll understand pay prime membership abl watch free movi conveni workaround search web search specif devicebr perhap havent found way search prime avail contentread,0
hard connect internet extrem slow load app mani free app like appl thing realli like protect offer,0
bought tablet read free epub book didnt allow even look book return exchang cheaper one still better job want read free epub book,0
bought tablet christma ive enjoy eas use price paid great fact purchas anoth son christma,1
continu lose connect internet app say connect say check back later work first month work one minut dumb two minut later constant ask alexa alexaalexa,0
great ageshav bought also gift great valu great last product,1
free everyth pay return best buy store wish free everyth without cent sorri,0
didnt expect lot price also expect tablet riddl deadstuck pixel right box third arriv mail pray least good wait arriv trip returnreplac case one need well mayb bad luck definit worth note anyon may also inconvenienc returneveryth els seem good though look past display issu may worth wait defect lot disburs issu correctedi sure dont display issu product deserv star see thing perspect kind difficult recommend anyon time display pixel issu could see easili star recommend littl research see definit lot number problemat other rare incid plan grab one brick mortar locat favor boot drive home happi,0
got wife read kindl order amazon nice unit quick respons time good valu,1
wife bought one best buy back get dollar price went decid would get one stock order one thru amazon still hasnt gotten,0
last model kindl hdx terribl purchas model kindl last model great last year replac time problem slot card defect gave bought newest model shut complet tri plug extern speaker sometim shut reason go back first year go last year kindl unless make qualiti phooey,0
processor slow tablet great read book order stuff amazon realli slow open ap pay get better processor,0
kindl fire great look tablet use wifi even better amazon prime make watch favorit show listen music easi magazin look great well,1
light make kindl best seen,1
purchas fire tablet basic eread howev find instal googl play store much noth speedi top line would one expect price regret,1
woke nice surpris morn new kindl gift ipad kindl guess someon heard complaint heavi difficult extendedread dont get wrong absolut love ipad new generat kindl perfect read outsid long period time ipad get complet wash sunlight often irrit eye stare coupl hour goto devic extendedoutdoor read period new friend read novel instead replac one seem like companion devic differ class ipad work great web brows shop product game etc kindl fall short area kindl work great read novel ipad fall short love extendedread magazin newspap research articl etc find goto devicebr without doubt size weight new kindl biggest draw smaller last edit signific margin ive play around kindl impress look size new kindl blown away absolut perfect size smaller would unmanag larger wouldnt feel near good devic hold read forget compar eread ive tri much smaller much lighterbr one biggest complaint previous generat kindl speed sometim take push next page actual changeread,0
fire good buy extra memori card charger shorter son like,1
brought nephew love everyth high dollar tablet fraction cost good buy,1
good unhappi screen size small less expect,1
small page turn constant due size page refresh jumpi irrit eye,0
tablet work seem alway reset wifi home one item everyth els work fine,0
bought fire hope play movi ultraviolet account find longer support ultraviolet format fire shop elsewher play movi plane trip dont buy your look play movi way,0
new amazon echo easi set alexa great voic perform countless task love,1
hope set disabl daughter sooon,0
excel valu money would recommend friend,1
bought run kodi app awesom,1
disappoint toddler friend kindl insid kid proof case set child lock etc biggest complaint game avail connect internet want someth take church car etc,0
version market children like dumb cheap version better firehd hdx screen good batteri life bad mirror slooowww youv never own anoth kind kindl probabl accept water version know real kindl like may want pass one anoth version along soon sinc cant get much wors one youll probabl get better one got mine black friday littl total shop discount still send back that disappoint,0
hard argu amazon fire stick bought replac previous one would say wont wrong either bought firetv direct internet plug capabl figur would concern wifi,1
screen dark adjust bright,0
tablet could much better app actual work decent built amazon piec prime member great work flawless enough overcom terribl app behavior countless freez need take lesson two appl,0
bought kid holiday tube app instal find parti substitut ad pop time option remov amazon state sinc purchas tablet sale afford compens revenu would return abl find receiptmayb good product,0
love use read netflix hulu,1
awesom product lightweight easi carri love,1
bought black friday simpli dirt cheap work kinda slow,0
expens includ extra cost kindl,0
gave tablet christma gift use time love thrill get bought extend warranti tablet would covererd case someth happen mother seen advertis bought thanksgiv day,0
amazon includ charger kindl fact theyr charg extra someth includ sign cheap plus use microusb phone charger instead charg kindl save money,0
averag comput person confus instruct spent sever hour tri instal overdr could get ebook librari ran batteri sever time luck got disgust put still tri refus give think return nice leather case,0
overal far cri popular ipad nowher near intuit easi use less expens option children learn perfect fit price point perfect first time tablet user though sure need invest memori card expand storag capac,1
famili enjoy capabl echo ask anyth listen anyth anytim,1
easi lightweight carri around use,1
own sever kindl kindl fire happi alreadi amazon prime member cant wrong one tablet,1
item sale christma period great price took home charg back tablet becam hot touch batteri life reduc dramat left alon tri time issu four day later thing charg sent back refund,0
quit work there absolut way reviv batteri lose power charg immedi even week hope ever use kindl major flaw,0
updat novemb review year old kindl keyboard amazon call newer model basic cheapi kindl kindl touch cours kindl fire quasitableteach model excel choic whichev one right depend preferencesth eink kindl kindl keyboard one kindl touch newest flagship model basic kindl exact display sharp typefac high contrast read like ink paper eyestrain kindl keyboard oldest model got one first one came august still absolut love kindl keyboard use almost everi day read dozen book like newer model neat featur experi read book better wors yearold kindl keyboard page turn smoother faster newest kindl differ enough make worth cost upgrad opinionth touchscreen interfac kindl touch pretti neat unlik ipad use kindl read book read book nice current kindl model dont consid touch screen must featur normal obsess latest version everi tech product ownfor reason think cheapest kindl excel choiceread,0
look great tablet without high price tablet,1
great play englishlanguag music may tri connect light switch socketsss someth like nest answer question histori societyit fail,0
tablet need doesnt stay charg long enough tho,1
purchas nephew must say awesom buy kid price good pictur qualiti good,1
slow freez frequent dollar,0
kindl longer charg proper solv problem,1
love help easi setup work top teach skill great littl devic,1
pleas support command energysmart water heater control iri low item model command alexa turn water heater alexa turn water heater would nice would gave nice amazon ad command support water heater control iri,0
realli want christma present howev noth like ad alexa work sometim cant get play music listen radio disappoint plan take back,0
recent order kindl replac kindl unknow crush love kindl keyboard clumsi old hand trembl much type touch screen newer frustrat howev new keyboard kindl scarc ground got recondit one notic account page amazon recogn new kindl soon bought arriv howev regist claim could connect home wifi call internet provid wade compani autom menu begin press english irrit think english default languag countri press provid digit phone number digit account number digit zip code address digit birthday name favorit pet first car oldest nephew listen autom menu item select none exact fit problem ask would provid feedback call know compani sure would comment make press yes instead final let speak person autom voic direct back forest number alreadi provid patient retyp alreadi type time cannier refus opportun give feedback final connect person person strong foreign accent bad phone connect didnt press english struggl sever minut beg supervisor could understand english spoken person eventu rout three peopl hold time new connect person spoke handl problem ask phone number everi time could reconnect call disconnect accident final found person could help inde get connect establish kindl wifi ask telephon number case problem sorri phone number call connect direct well known phone minutesthen kindl would download archiv item contact amazon help line got american first minut press anyth explain problem amazon american fiddl button end kindl began work correct phone minut,0
allow read kindl lib even play game,1
excit get tap sinc larger speaker dot unlik echo batteri charger make portabl alreadi echo work perfect home listen onlin radio tap cut constant return exchang gor dot,0
love easi use setup echo plug readi,0
well sinc use least sixti charact review say wok,1
prosinexpensiveexpand storagegood amazon prime member amazon shoppersconsslowsluggish performancelack app youtub instagram etcsom avail app crash installedtouch screen freezesscreen resolut sharp bright greenish huetoo mani linksad buy thingssound qualiti goodwifi onlyconclusionfor price amazon fire tablet good want eread also access email facebook amazon prime lack app cheap construct buggi perform keep good fullfeatur tablet,0
easi read differ lightn condit soft glow light night make read sleep easier eye like use read dont get distract check email internet etc,1
item worst ever tech support even worst spent hour troubleshoot solut return bestbuy get anotheron guess didnt work ether basic netflix app cant download becus amazon fire wont let make worst your fan hbo brace becuas app isnt even avail app store hbo simpli doesnt exist spent total day troubleshoot amazon team actual manag fire remot offic answer ether equip defect dont netflix hbo avail realli freak advertis box dont waist money better get appl roku,0
purchas tablet daughter within day purchas screen went complet blank wasnt drop didnt get wet also limit app download mani app wouldnt work instal would recommend buy tablet,0
amaz get much tech low price thing everyth need much faster old kindl,1
shop long time found pleas,1
best reader yet new voyag much better first paperwhit great,1
decid cut cabl bill start use stream devic instead fire great problem find time watch stuff put watch list,1
bought tablet nephew christma limit budget need someth amazon fire fit bill dont know amazon make money price point fantast valu,1
bought kindl fire although amazon fire come otherwis product dead tri help section help take back store would work would love,0
work great,1
fire display process cant display dumb design still hdmi port need least dvd port receiv signal wont abl tell hit display resolut see still display,0
wast money dont need plug tablet comput charg last month,0
work expect stock pick fast,1
bottom led light bit uneven bit distract overal packag otherwis excel read without tempt distract convent tablet one realli focus read ppi realli crucial imag especi map diagram,1
got gift friend nice sleek look app access featur overal fun usemi complaint need consist plug would nice long last batteri would allow place want asid fun,1
found amazon fire easi travel back forth school easili transfer work class main comput home,1
buy kindl paperwhit abl download colleg text book less money bought campus store,1
speaker much better smaller one connect speaker well easi liter everyth via voic,1
bought kindl fire kid edit daughter easi instal download sever varieti app book music photo custom interest well built easi use compar sever brand purchas far greater option,1
fire work great return one wantedbest buy took back full refund problem best buy alsom,1
first would like say happi purchas help use gadget everi singl ebook reader batteri life awesom stylish display overal look definit must buy product,1
contain mani add cant remov includ lock screen worth money,0
use product item gift yet receiv word product,1
state excel gift grandkid,1
didnt know buy space mani thing item work,0
tablet could much better app actual work decent built amazon piec prime member great work flawless enough overcom terribl app behavior countless freez need take lesson two appl,0
light easi read larg capac multipl way turn page els say wonder reader especi florida sunlight also iphon app sync readi progress great time phone kindl,1
beginn young person someon learn technolog,0
wife love use everi night read romanc novel wife happi happi,1
main got unit task advanc spotifi connect unit would lockup tablet phone use time reboot devic inord spotifi recogn fire devic,0
set amazon fire froze return,0
great product home improv also play music bluetooth speaker,1
didnt featur look return next day may good other,0
